entity_id,name,country_iso3,entity_type,sector_code,influence_score,rank,revenue_usd,employee_count,years_active
vparty_2306,Liberty Forward Party / Advancement Unification Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_2307,New World Party -- The Grand National Party,KOR,political_party,,0.05084745762711865,58.0,,,4.0
vparty_2452,Our Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_2543,United Progressive Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_2545,United Liberal Party,KOR,political_party,,0.01694915254237288,83.0,,,2.0
vparty_2546,Democratic Labour Party,KOR,political_party,,0.01694915254237288,83.0,,,2.0
vparty_2547,Democratic Party,KOR,political_party,,0.05084745762711865,58.0,,,4.0
vparty_2548,Millenium Democratic Party,KOR,political_party,,0.01694915254237288,83.0,,,2.0
vparty_2549,National Unification Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_2757,independent,KOR,political_party,,0.1016949152542373,41.0,,,7.0
vparty_4340,Daedong Youth Corps / Taedang Youth Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_4341,Democratic Justice Party,KOR,political_party,,0.03389830508474576,66.0,,,3.0
vparty_4342,Democratic Korean Party,KOR,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4343,Socialist Mass Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_4344,Party for Peace and Democracy,KOR,political_party,,0.0,293.0,,,1.0
vparty_4448,New Korea Democratic Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_4451,Civil Rights Party (1981),KOR,political_party,,0.0,293.0,,,1.0
vparty_4454,Liberal Democratic Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_4455,Liberal Party,KOR,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4458,Democratic Party,KOR,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4460,Korea National Party,KOR,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4463,Democratic Unification Party,KOR,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4465,Korea Democratic Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_4466,Korea National Party / Korea Nationalist Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_4467,National Association,KOR,political_party,,0.0,293.0,,,1.0
vparty_4468,National Association for the Rapid Realization of Korean Independence,KOR,political_party,,0.0,293.0,,,1.0
vparty_4470,New Democratic Party,KOR,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4471,New Democratic Republican Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_4509,Party for Unification and Democracy / Reunification Democratic Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_4510,Democratic Nationalist Party,KOR,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4511,Democratic Republican Party,KOR,political_party,,0.06779661016949153,51.0,,,5.0
vparty_5247,Civil Rule Party / Civil Rights Party,KOR,political_party,,0.01694915254237288,83.0,,,2.0
vparty_6323,People's Party (1963),KOR,political_party,,0.0,293.0,,,1.0
vparty_6560,Justice Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_6561,Democratic Party / Minjoo Party of Korea,KOR,political_party,,0.0,293.0,,,1.0
vparty_7654,People's Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_7655,Liberty Korea Party,KOR,political_party,,0.0,293.0,,,1.0
vparty_2294,Democratic Party of Kosovo,XKX,political_party,,0.1016949152542373,41.0,,,7.0
vparty_2295,Democratic League of Kosovo,XKX,political_party,,0.1016949152542373,41.0,,,7.0
vparty_2296,Self-determination,XKX,political_party,,0.05084745762711865,58.0,,,4.0
vparty_3243,Alliance for the Future of Kosovo,XKX,political_party,,0.1016949152542373,41.0,,,7.0
vparty_3701,Reformist Party ORA,XKX,political_party,,0.0,293.0,,,1.0
vparty_3703,New Kosovo Alliance,XKX,political_party,,0.05084745762711865,58.0,,,4.0
vparty_3704,Democratic League of Dardania,XKX,political_party,,0.0,293.0,,,1.0
vparty_4765,Social Democratic Initiative,XKX,political_party,,0.03389830508474576,66.0,,,3.0
vparty_5497,Justice Party,XKX,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5499,Serbian List,XKX,political_party,,0.03389830508474576,66.0,,,3.0
vparty_5500,Social Democratic Party,XKX,political_party,,0.0,293.0,,,1.0
vparty_5501,Albanian Christian Democratic Party of Kosovo,XKX,political_party,,0.01694915254237288,83.0,,,2.0
vparty_6621,Movement for Unification,XKX,political_party,,0.0,293.0,,,1.0
vparty_7895,The Alternative,XKX,political_party,,0.0,293.0,,,1.0
vparty_93399,alliance: PANA Coalition,XKX,political_party,,0.0,293.0,,,1.0
vparty_93400,technical: Alliance of ethnic minority parties,XKX,political_party,,0.0,293.0,,,1.0
vparty_93401,alliance: LAA Colition,XKX,political_party,,0.0,293.0,,,1.0
vparty_93549,"alliance: Coalition """"Return""""",XKX,political_party,,0.0,293.0,,,1.0
vparty_93550,alliance: Alliance: LDD-PSHDK,XKX,political_party,,0.0,293.0,,,1.0
vparty_93551,alliance: PDK-PD-LB-PSHDK-PK,XKX,political_party,,0.0,293.0,,,1.0
vparty_100082,alliance: 100% Kosovo (AAK–PSD),XKX,political_party,,0.0,293.0,,,1.0
vparty_100083,alliance: NISMA–AKR–PD,XKX,political_party,,0.0,293.0,,,1.0
vparty_2562,Future Movement,LBN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_2564,Free Patriotic Movement,LBN,political_party,,0.03389830508474576,66.0,,,3.0
vparty_2565,Progressive Socialist Party,LBN,political_party,,0.13559322033898305,37.0,,,9.0
vparty_2566,Lebanese Phalanges Party,LBN,political_party,,0.06779661016949153,51.0,,,5.0
vparty_2770,independent,LBN,political_party,,0.13559322033898305,37.0,,,9.0
vparty_3165,Amal Movement,LBN,political_party,,0.03389830508474576,66.0,,,3.0
vparty_3166,Marada Movement,LBN,political_party,,0.0,293.0,,,1.0
vparty_3235,Lebanese Forces,LBN,political_party,,0.03389830508474576,66.0,,,3.0
vparty_3238,Hezbollah,LBN,political_party,,0.03389830508474576,66.0,,,3.0
vparty_4741,National Bloc,LBN,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4742,Constitutionalist Union / Party of Constitutionalist Union,LBN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5508,Dignity,LBN,political_party,,0.0,293.0,,,1.0
vparty_5509,Maronite Christians,LBN,political_party,,0.0,293.0,,,1.0
vparty_5510,Greek Orthodox,LBN,political_party,,0.0,293.0,,,1.0
vparty_5511,Sunni Moslem,LBN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5512,Shia Moslem,LBN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5844,The March 14 Alliance,LBN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5845,The March 8 Alliance,LBN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5846,Resistance and Development,LBN,political_party,,0.0,293.0,,,1.0
vparty_6039,Constitutional Bloc,LBN,political_party,,0.05084745762711865,58.0,,,4.0
vparty_6391,National Liberal Party,LBN,political_party,,0.05084745762711865,58.0,,,4.0
vparty_7473,Greek Catholics,LBN,political_party,,0.0,293.0,,,1.0
vparty_7992,Azm Movement,LBN,political_party,,0.0,293.0,,,1.0
vparty_7993,Tadamun Party,LBN,political_party,,0.0,293.0,,,1.0
vparty_93403,technical: Christian,LBN,political_party,,0.0,293.0,,,1.0
vparty_93404,unknown: BHC,LBN,political_party,,0.0,293.0,,,1.0
vparty_510,Social Democratic Party,NGA,political_party,,0.0,293.0,,,1.0
vparty_1154,National Republican Convention,NGA,political_party,,0.0,293.0,,,1.0
vparty_2313,All Nigeria People's Party,NGA,political_party,,0.05084745762711865,58.0,,,4.0
vparty_2353,Action Congress of Nigeria,NGA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_2354,People's Democratic Party,NGA,political_party,,0.0847457627118644,45.0,,,6.0
vparty_2854,independent,NGA,political_party,,0.1016949152542373,41.0,,,7.0
vparty_4116,Alliance for Democracy,NGA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5349,Nigerian National Democratic Party,NGA,political_party,,0.0847457627118644,45.0,,,6.0
vparty_5350,Northern People's Congress,NGA,political_party,,0.03389830508474576,66.0,,,3.0
vparty_5351,National Party of Nigeria,NGA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5352,Nigerian Peoples Party,NGA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5353,National Council of Nigeria and the Cameroons,NGA,political_party,,0.03389830508474576,66.0,,,3.0
vparty_5354,People's Redemption Party,NGA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5355,Action Group,NGA,political_party,,0.03389830508474576,66.0,,,3.0
vparty_5356,Unity Party of Nigeria,NGA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5538,All Progressives Congress,NGA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5539,Congress for Progressive Change,NGA,political_party,,0.0,293.0,,,1.0
vparty_6603,United Nigeria Congress Party,NGA,political_party,,0.0,293.0,,,1.0
vparty_6975,Democratic Party of Nigeria,NGA,political_party,,0.0,293.0,,,1.0
vparty_6976,Nigerian Youth Movement,NGA,political_party,,0.0,293.0,,,1.0
vparty_6977,Calabar Ratepayers' Association,NGA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_7475,Great Nigeria People's Party,NGA,political_party,,0.0,293.0,,,1.0
vparty_7476,Northern Elements Progressive Union,NGA,political_party,,0.0,293.0,,,1.0
vparty_93433,alliance: Nigerian National Alliance,NGA,political_party,,0.0,293.0,,,1.0
vparty_93434,alliance: United Progressive Grand Alliance,NGA,political_party,,0.0,293.0,,,1.0
vparty_2330,Liberal Party,PHL,political_party,,0.2711864406779661,25.0,,,17.0
vparty_2388,Lakas – Christian Muslim Democrats,PHL,political_party,,0.11864406779661017,40.0,,,8.0
vparty_2389,Nacionalist Party,PHL,political_party,,0.3559322033898305,19.0,,,22.0
vparty_2465,Partner of the Free Filipino,PHL,political_party,,0.0,293.0,,,1.0
vparty_2466,Nationalist People's Coalition,PHL,political_party,,0.13559322033898305,37.0,,,9.0
vparty_2884,independent,PHL,political_party,,0.23728813559322035,28.0,,,15.0
vparty_4248,New Society Movement,PHL,political_party,,0.03389830508474576,66.0,,,3.0
vparty_4252,Fight of Democratic Filipinos,PHL,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4601,Struggle of the Patriotic Filipino Masses,PHL,political_party,,0.0,293.0,,,1.0
vparty_4602,Philippine Democratic Party-Power of the Nation,PHL,political_party,,0.03389830508474576,66.0,,,3.0
vparty_4603,Progressive Party,PHL,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4606,National Popular Liga,PHL,political_party,,0.0,293.0,,,1.0
vparty_4652,Nacionalist Party (Osmena Wing),PHL,political_party,,0.03389830508474576,66.0,,,3.0
vparty_4655,United Nationalist Democratic Organization,PHL,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4657,Nacionalist Party (Quezon Wing),PHL,political_party,,0.03389830508474576,66.0,,,3.0
vparty_5169,National Unity Party,PHL,political_party,,0.03389830508474576,66.0,,,3.0
vparty_5171,United Nationalist Alliance,PHL,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5651,People’s Power,PHL,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5656,Pusyon Bisaya,PHL,political_party,,0.0,293.0,,,1.0
vparty_6891,Democratic Party,PHL,political_party,,0.06779661016949153,51.0,,,5.0
vparty_7324,Association for Service to the New Philippines,PHL,political_party,,0.0,293.0,,,1.0
vparty_93446,unknown: BLKNNL,PHL,political_party,,0.0,293.0,,,1.0
vparty_93447,alliance: LABAN coalition,PHL,political_party,,0.0,293.0,,,1.0
vparty_93448,alliance: GAD coalition,PHL,political_party,,0.0,293.0,,,1.0
vparty_93449,alliance: TEAM Unity,PHL,political_party,,0.0,293.0,,,1.0
vparty_93450,alliance: Genuine Opposition,PHL,political_party,,0.0,293.0,,,1.0
vparty_93451,technical: Party nominees,PHL,political_party,,0.0,293.0,,,1.0
vparty_93582,alliance: LP-PDP,PHL,political_party,,0.0,293.0,,,1.0
vparty_93583,alliance: Lakas-NUCD/ LDP,PHL,political_party,,0.0,293.0,,,1.0
vparty_2328,Party of the Revolution,TZA,political_party,,0.11864406779661017,40.0,,,8.0
vparty_2344,Party for Democracy and Progress,TZA,political_party,,0.06779661016949153,51.0,,,5.0
vparty_2345,Civic United Front,TZA,political_party,,0.06779661016949153,51.0,,,5.0
vparty_2946,independent,TZA,political_party,,0.0,293.0,,,1.0
vparty_3276,National Convention for Construction and Reform – Mageuzi,TZA,political_party,,0.0,293.0,,,1.0
vparty_3553,Tanzania Labour Party,TZA,political_party,,0.0,293.0,,,1.0
vparty_5788,Tanganyika African National Union,TZA,political_party,,0.06779661016949153,51.0,,,5.0
vparty_6075,United Democratic Party,TZA,political_party,,0.0,293.0,,,1.0
vparty_1112,Nationalist Party,TWN,political_party,,0.288135593220339,23.0,,,18.0
vparty_1596,Democratic Progressive Party,TWN,political_party,,0.2033898305084746,30.0,,,13.0
vparty_2941,independent,TWN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_3664,Taiwan Solidarity Union,TWN,political_party,,0.03389830508474576,66.0,,,3.0
vparty_3665,People First Party,TWN,political_party,,0.05084745762711865,58.0,,,4.0
vparty_3666,Chinese / New Party,TWN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5935,New Power Party,TWN,political_party,,0.0,293.0,,,1.0
vparty_2327,Democrat Party,THA,political_party,,0.2711864406779661,25.0,,,17.0
vparty_2373,Thai Nation Party / Chart Thai Party,THA,political_party,,0.1864406779661017,31.0,,,12.0
vparty_2376,People's Power Party,THA,political_party,,0.0,293.0,,,1.0
vparty_2377,Motherland Party,THA,political_party,,0.0,293.0,,,1.0
vparty_2951,independent,THA,political_party,,0.13559322033898305,37.0,,,9.0
vparty_4115,Social Action Party,THA,political_party,,0.11864406779661017,40.0,,,8.0
vparty_4287,National Democrat,THA,political_party,,0.0,293.0,,,1.0
vparty_4288,National Development Party,THA,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4289,New Aspiration Party,THA,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4290,New Force Party,THA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4292,People Party,THA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4293,Thai People Party,THA,political_party,,0.0,293.0,,,1.0
vparty_4296,Progress Party,THA,political_party,,0.0,293.0,,,1.0
vparty_4298,Social Agrarian,THA,political_party,,0.0,293.0,,,1.0
vparty_4301,Social Nationalist Party,THA,political_party,,0.0,293.0,,,1.0
vparty_4303,Thai Citizens' Party / Prachakorn Thai Party,THA,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4304,United Thai People's Party,THA,political_party,,0.0,293.0,,,1.0
vparty_4305,United Thai Party,THA,political_party,,0.0,293.0,,,1.0
vparty_4307,Seritham Party,THA,political_party,,0.0,293.0,,,1.0
vparty_4308,United Democrat Party,THA,political_party,,0.0,293.0,,,1.0
vparty_4309,Community Action Party,THA,political_party,,0.0,293.0,,,1.0
vparty_4310,Palang Dharma Party / Force of Virtue,THA,political_party,,0.03389830508474576,66.0,,,3.0
vparty_4311,Social Justice Party,THA,political_party,,0.03389830508474576,66.0,,,3.0
vparty_5167,Leading Thai party,THA,political_party,,0.0,293.0,,,1.0
vparty_5397,Thai Rak Thai Party / Thais Love Thais,THA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5398,Pheu Thai Party,THA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_6033,Constitutional Front Party,THA,political_party,,0.0,293.0,,,1.0
vparty_6423,Bhumjaithai Party,THA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_6919,People's State Power Party,THA,political_party,,0.0,293.0,,,1.0
vparty_6997,Love Thailand Party,THA,political_party,,0.0,293.0,,,1.0
vparty_7430,Sahachip Party,THA,political_party,,0.0,293.0,,,1.0
vparty_7894,Mahachon Party / Great People's Party,THA,political_party,,0.0,293.0,,,1.0
vparty_7915,Future Forward Party,THA,political_party,,0.0,293.0,,,1.0
vparty_93496,alliance: Sahachip Party-Constitutional Front Party,THA,political_party,,0.0,293.0,,,1.0
vparty_3617,independent,UGA,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4523,National Resistance Movement,UGA,political_party,,0.1016949152542373,41.0,,,7.0
vparty_4524,Uganda People's Congress,UGA,political_party,,0.06779661016949153,51.0,,,5.0
vparty_4525,Democratic Party,UGA,political_party,,0.1016949152542373,41.0,,,7.0
vparty_4781,Kabaka Yekka,UGA,political_party,,0.0,293.0,,,1.0
vparty_5389,Forum for Democratic Change,UGA,political_party,,0.03389830508474576,66.0,,,3.0
vparty_6614,Uganda National Congress,UGA,political_party,,0.0,293.0,,,1.0
vparty_93498,alliance: Uganda People's Congress-Kabaka Yekka,UGA,political_party,,0.0,293.0,,,1.0
vparty_361,Justice First,VEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_413,For Social Democracy,VEN,political_party,,0.0,293.0,,,1.0
vparty_646,Movement toward Socialism,VEN,political_party,,0.1016949152542373,41.0,,,7.0
vparty_849,A New Era,VEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_862,Democratic Action,VEN,political_party,,0.22033898305084745,29.0,,,14.0
vparty_1356,Fatherland for All,VEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_1483,Communist Party of Venezuela,VEN,political_party,,0.0,293.0,,,1.0
vparty_1754,Fifth Republic Movement,VEN,political_party,,0.03389830508474576,66.0,,,3.0
vparty_4759,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,VEN,political_party,,0.22033898305084745,29.0,,,14.0
vparty_4760,Democratic Republican Union,VEN,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4802,Venezuela Project,VEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4803,Radical Cause,VEN,political_party,,0.0,293.0,,,1.0
vparty_4804,National Convergence,VEN,political_party,,0.0,293.0,,,1.0
vparty_4805,People's Electoral Movement,VEN,political_party,,0.03389830508474576,66.0,,,3.0
vparty_4809,Nationalist Civic Crusade,VEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4813,Popular Democratic Force,VEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5094,United Socialist Party of Venezuela,VEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5095,Democratic Unity Roundtable,VEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_6336,Independents for the National Front,VEN,political_party,,0.0,293.0,,,1.0
vparty_6867,Independent Electoral Force,VEN,political_party,,0.0,293.0,,,1.0
vparty_7976,Popular Will,VEN,political_party,,0.0,293.0,,,1.0
vparty_93503,alliance: Great Patriotic Pole,VEN,political_party,,0.0,293.0,,,1.0
vparty_2300,Cowry Forces for an Emerging Benin,BEN,political_party,,0.03389830508474576,66.0,,,3.0
vparty_2365,Democratic Renewal Party,BEN,political_party,,0.1016949152542373,41.0,,,7.0
vparty_2366,G13 Baobab Alliance,BEN,political_party,,0.0,293.0,,,1.0
vparty_2368,Social Democratic Party,BEN,political_party,,0.1016949152542373,41.0,,,7.0
vparty_2611,independent,BEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_3831,Benin Rebirth Party,BEN,political_party,,0.1016949152542373,41.0,,,7.0
vparty_3834,National Rally for Democracy,BEN,political_party,,0.0,293.0,,,1.0
vparty_3836,Our Common Cause,BEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_3839,Liberal Democrats' Rally for National Reconstruction-Vivotene,BEN,political_party,,0.0,293.0,,,1.0
vparty_4089,Action Front for Renewal and Development,BEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4090,Union for Democracy and National Solidarity,BEN,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4718,Republican Party of Dahomey / Dahomey Nationalist Party,BEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4719,Dahomeyan Democratic Union,BEN,political_party,,0.03389830508474576,66.0,,,3.0
vparty_4720,Ethnic Group of the North / Dahomeyan Democratic Movement,BEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5413,People's Revolutionary Party of Benin,BEN,political_party,,0.05084745762711865,58.0,,,4.0
vparty_5448,Dahomeyan Unity Party,BEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_5776,Dahomeyan Democratic Party,BEN,political_party,,0.0,293.0,,,1.0
vparty_5826,Union for Future Benin,BEN,political_party,,0.0,293.0,,,1.0
vparty_5900,African Movement for Development and Progress,BEN,political_party,,0.06779661016949153,51.0,,,5.0
vparty_6190,Key Force,BEN,political_party,,0.05084745762711865,58.0,,,4.0
vparty_6450,National Party for Democracy and Development,BEN,political_party,,0.0,293.0,,,1.0
vparty_6569,Union Makes the Nation,BEN,political_party,,0.03389830508474576,66.0,,,3.0
vparty_7052,National Union for Solidarity and Progress,BEN,political_party,,0.0,293.0,,,1.0
vparty_7053,National Movement for Democracy and Development,BEN,political_party,,0.0,293.0,,,1.0
vparty_7054,"Movement for Solidarity, Union and Progress",BEN,political_party,,0.0,293.0,,,1.0
vparty_7055,Union for Democracy and National Reconstruction,BEN,political_party,,0.0,293.0,,,1.0
vparty_7059,Patriotic Revival Party,BEN,political_party,,0.0,293.0,,,1.0
vparty_7060,Union for Relief,BEN,political_party,,0.03389830508474576,66.0,,,3.0
vparty_7061,Hope Force,BEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_7062,Union for Progress and Democracy,BEN,political_party,,0.0,293.0,,,1.0
vparty_7063,Impulse for a New Vision of the Republic,BEN,political_party,,0.0,293.0,,,1.0
vparty_7064,Party for Progress and Democracy,BEN,political_party,,0.0,293.0,,,1.0
vparty_7065,Party for Democracy and Solidarity,BEN,political_party,,0.0,293.0,,,1.0
vparty_7071,Alliance for a Democratic Dynamic,BEN,political_party,,0.0,293.0,,,1.0
vparty_7072,Union for the Triumph of Democratic Renewal,BEN,political_party,,0.0,293.0,,,1.0
vparty_7096,Rally for Progress and Renewal,BEN,political_party,,0.0,293.0,,,1.0
vparty_7193,Dahomeyan Progressive Union,BEN,political_party,,0.0,293.0,,,1.0
vparty_7194,African People's Bloc,BEN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_93299,alliance: Presidential Movement,BEN,political_party,,0.0,293.0,,,1.0
vparty_93300,alliance: Opposition,BEN,political_party,,0.0,293.0,,,1.0
vparty_93513,alliance: PNDD-PRD,BEN,political_party,,0.0,293.0,,,1.0
vparty_93514,alliance: PSD-UNSP,BEN,political_party,,0.0,293.0,,,1.0
vparty_93515,alliance: MNDD-MSUP-UDRN,BEN,political_party,,0.0,293.0,,,1.0
vparty_93516,alliance: Amana Alliance,BEN,political_party,,0.0,293.0,,,1.0
vparty_93517,alliance: Hope Force - Union for Change,BEN,political_party,,0.0,293.0,,,1.0
vparty_93518,alliance: Alliance RB-RP (Benin Rebirth Party-Patriotic Revival Party),BEN,political_party,,0.0,293.0,,,1.0
vparty_93519,alliance: Sun Alliance,BEN,political_party,,0.0,293.0,,,1.0
vparty_93520,alliance: United Democratic Forces Alliance (FDU),BEN,political_party,,0.0,293.0,,,1.0
vparty_93521,alliance: National Alliance for Development and Democracy (AND),BEN,political_party,,0.0,293.0,,,1.0
vparty_93522,alliance: Progressive Union,BEN,political_party,,0.0,293.0,,,1.0
vparty_93523,alliance: Republican Bloc,BEN,political_party,,0.0,293.0,,,1.0
vparty_3822,Bhutan Peace and Prosperity Party,BTN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_3823,People’s Democratic Party,BTN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_3569,independent,BFA,political_party,,0.0,293.0,,,1.0
vparty_4313,Congress for Democracy and Progress,BFA,political_party,,0.0847457627118644,45.0,,,6.0
vparty_4314,Alliance for Democracy and Federation–African Democratic Rally,BFA,political_party,,0.03389830508474576,66.0,,,3.0
vparty_4315,Union for Progress and Reform,BFA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4317,Party for Democracy and Socialism / Metba,BFA,political_party,,0.0,293.0,,,1.0
vparty_5343,National Convention of Progressive Patriots–Social Democratic Party,BFA,political_party,,0.0,293.0,,,1.0
vparty_5769,People's Movement for Progress,BFA,political_party,,0.0,293.0,,,1.0
vparty_5774,Voltaic Democratic Union / African Democratic Rally,BFA,political_party,,0.13559322033898305,37.0,,,9.0
vparty_5807,National Union for Democracy and Development,BFA,political_party,,0.0,293.0,,,1.0
vparty_5899,Voltaic Progressive Union,BFA,political_party,,0.0,293.0,,,1.0
vparty_5901,Party for Democracy and Progress,BFA,political_party,,0.0,293.0,,,1.0
vparty_6192,African Regroupment Party,BFA,political_party,,0.03389830508474576,66.0,,,3.0
vparty_6415,Popular Front,BFA,political_party,,0.0,293.0,,,1.0
vparty_6449,National Liberation Movement,BFA,political_party,,0.0,293.0,,,1.0
vparty_6570,Alliance for Democracy and Federation,BFA,political_party,,0.06779661016949153,51.0,,,5.0
vparty_7204,Voltaic Democratic Movement,BFA,political_party,,0.0,293.0,,,1.0
vparty_7205,Unified Democratic Party,BFA,political_party,,0.0,293.0,,,1.0
vparty_7206,Entente Fada N'Gourma,BFA,political_party,,0.0,293.0,,,1.0
vparty_7207,African Popular Movement,BFA,political_party,,0.0,293.0,,,1.0
vparty_7329,Voltaic Union,BFA,political_party,,0.01694915254237288,83.0,,,2.0
vparty_7330,Voltaic Democratic Party–African Democratic Rally,BFA,political_party,,0.0,293.0,,,1.0
vparty_7331,Rally of the French People,BFA,political_party,,0.0,293.0,,,1.0
vparty_7332,Social and Economic Action,BFA,political_party,,0.0,293.0,,,1.0
vparty_7333,Union for the Defence of the Interests of Upper Volta,BFA,political_party,,0.0,293.0,,,1.0
vparty_3355,independent,KHM,political_party,,0.0,293.0,,,1.0
vparty_3761,Norodom Ranariddh Party,KHM,political_party,,0.0,293.0,,,1.0
vparty_3762,Sam Rainsy Party,KHM,political_party,,0.03389830508474576,66.0,,,3.0
vparty_3763,Human Rights' Party,KHM,political_party,,0.0,293.0,,,1.0
vparty_3764,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",KHM,political_party,,0.06779661016949153,51.0,,,5.0
vparty_3765,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,KHM,political_party,,0.1016949152542373,41.0,,,7.0
vparty_4721,People's Socialist Community,KHM,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4722,Democratic Party,KHM,political_party,,0.05084745762711865,58.0,,,4.0
vparty_5521,Cambodia National Rescue Party,KHM,political_party,,0.0,293.0,,,1.0
vparty_5830,National United Front of Kampuchea,KHM,political_party,,0.0,293.0,,,1.0
vparty_6887,Social Republican Party,KHM,political_party,,0.0,293.0,,,1.0
vparty_6888,Liberal Party / Constitutionalist Party,KHM,political_party,,0.03389830508474576,66.0,,,3.0
vparty_6889,Victorious North-East Party,KHM,political_party,,0.0,293.0,,,1.0
vparty_2304,Party of the Functional Groups,IDN,political_party,,0.1694915254237288,33.0,,,11.0
vparty_2556,Prosperous Justice Party / Welfare and Justice Party,IDN,political_party,,0.05084745762711865,58.0,,,4.0
vparty_2557,National Mandate Party,IDN,political_party,,0.06779661016949153,51.0,,,5.0
vparty_2558,United Development Party,IDN,political_party,,0.15254237288135594,34.0,,,10.0
vparty_2559,National Awakening Party,IDN,political_party,,0.06779661016949153,51.0,,,5.0
vparty_2560,Indonesian Democratic Party of Struggle,IDN,political_party,,0.06779661016949153,51.0,,,5.0
vparty_2561,Democratic Party,IDN,political_party,,0.05084745762711865,58.0,,,4.0
vparty_4495,Great Indonesia Movement Party,IDN,political_party,,0.03389830508474576,66.0,,,3.0
vparty_4496,Nasdem Party,IDN,political_party,,0.01694915254237288,83.0,,,2.0
vparty_4497,People's Conscience Party,IDN,political_party,,0.0,293.0,,,1.0
vparty_4498,The Indonesian Democratic Party,IDN,political_party,,0.05084745762711865,58.0,,,4.0
